Task ID,Occupation,Task,User ID,Age,Self-reported Expertise,Automation Desire Rating,Core Skill Rating,Job Security Rating,Enjoyment Rating,Income_Cleaned,LLM_Familiarity_Cleaned,LLM_Familiarity_Dummy,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Generation
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,19cb3bb9-6e61-4c6e-837e-7b054845cbc1,23,Novice,3,3,2,4,,3.0,0.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",3,3,2,4,3,Gen Z
14717,Web Developers,Establish appropriate server directory trees.,19cb3bb9-6e61-4c6e-837e-7b054845cbc1,23,Novice,3,3,2,4,,3.0,0.0,98790.0,78860.0,['Working with Computers'],2,3,2,3,3,Gen Z
14719,Web Developers,Recommend and implement performance improvements.,19cb3bb9-6e61-4c6e-837e-7b054845cbc1,23,Novice,3,3,1,3,,3.0,0.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],2,3,3,4,3,Gen Z
14722,Web Developers,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",19cb3bb9-6e61-4c6e-837e-7b054845cbc1,23,Novice,3,2,1,3,,3.0,0.0,98790.0,78860.0,['Thinking Creatively'],3,3,3,3,3,Gen Z
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,19cb3bb9-6e61-4c6e-837e-7b054845cbc1,23,Novice,3,4,2,4,,3.0,0.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",2,4,3,4,3,Gen Z
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Expert,4,1,1,1,125500.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,3,2,2,3,Gen X+
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Average,5,1,1,1,125500.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",1,3,2,2,2,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Average,4,2,2,3,125500.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],1,3,4,4,3,Gen X+
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Average,5,1,1,2,125500.0,4.0,1.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],1,1,1,1,1,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Average,3,4,3,4,125500.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,5,4,4,Gen X+
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,48,Expert,5,1,1,1,125500.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],1,1,1,1,1,Gen X+
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Expert,2,4,3,4,73000.0,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,2,2,3,2,Gen Z
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Expert,2,3,1,4,73000.0,3.0,0.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",2,2,1,1,1,Gen Z
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Expert,2,4,3,4,73000.0,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],2,3,4,3,2,Gen Z
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Average,1,3,1,4,73000.0,3.0,0.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",3,3,4,4,1,Gen Z
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Average,2,4,3,3,73000.0,3.0,0.0,187990.0,645970.0,['Documenting/Recording Information'],2,3,3,2,2,Gen Z
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,27,Expert,2,4,4,3,73000.0,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],4,4,1,2,2,Gen Z
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Average,3,4,1,3,,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",2,3,3,4,3,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Average,4,4,4,2,,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],1,1,2,4,2,Gen X+
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Average,4,4,1,5,,4.0,1.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],4,1,5,4,5,Gen X+
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Expert,2,5,1,4,,4.0,1.0,187990.0,645970.0,['Documenting/Recording Information'],2,4,4,3,4,Gen X+
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Average,4,3,1,2,,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",1,2,3,3,2,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,49,Expert,1,4,1,3,,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",2,1,5,5,5,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",051bafa4-57c0-4b01-a4ad-828c78afadfb,54,Average,3,4,1,4,45000.0,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],2,3,3,3,4,Gen X+
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,051bafa4-57c0-4b01-a4ad-828c78afadfb,54,Novice,1,2,1,2,45000.0,3.0,0.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],1,1,2,2,5,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,051bafa4-57c0-4b01-a4ad-828c78afadfb,54,Average,4,2,1,2,45000.0,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,3,5,3,3,Gen X+
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",051bafa4-57c0-4b01-a4ad-828c78afadfb,54,Expert,3,4,1,3,45000.0,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],1,2,3,3,3,Gen X+
14707,Web Developers,Write supporting code for Web applications or Web sites.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,4,3,2,2,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",2,3,4,5,3,Gen Z
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,3,3,2,4,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",1,3,3,5,4,Gen Z
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,5,2,3,1,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],2,2,4,3,2,Gen Z
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,4,3,3,2,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",1,3,5,5,4,Gen Z
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,5,3,2,1,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",2,3,4,3,3,Gen Z
14695,Web Developers,Perform or direct Web site updates.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,3,3,2,2,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],2,2,3,4,2,Gen Z
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,5,2,2,1,45000.0,4.0,1.0,98790.0,78860.0,['Communicating with People Outside the Organization'],2,5,3,3,4,Gen Z
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,3,3,2,3,45000.0,4.0,1.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",2,4,3,3,4,Gen Z
14717,Web Developers,Establish appropriate server directory trees.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,3,3,2,3,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],2,2,4,2,3,Gen Z
14719,Web Developers,Recommend and implement performance improvements.,103ce55b-3a04-449f-8ed8-7f9214f15e1c,18,Expert,4,4,3,1,45000.0,4.0,1.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],2,2,4,4,2,Gen Z
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Expert,2,3,2,3,,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",3,3,3,3,3,Gen X+
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Expert,3,4,4,3,,3.0,0.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",3,2,2,3,3,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Expert,3,1,2,3,,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],2,3,1,3,3,Gen X+
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Average,2,2,2,1,,3.0,0.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],2,2,1,1,1,Gen X+
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Expert,4,3,2,3,,3.0,0.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",3,3,3,3,3,Gen X+
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Average,2,2,2,2,,3.0,0.0,187990.0,645970.0,['Documenting/Recording Information'],2,2,2,2,2,Gen X+
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Average,2,2,2,2,,3.0,0.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",2,2,2,2,2,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Average,2,2,2,2,,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",2,2,2,2,2,Gen X+
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",fb4e42d6-6487-4bcf-98af-99a49f70567a,49,Expert,3,3,3,3,,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],3,3,3,3,3,Gen X+
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,bf8d604e-9b5d-4b1b-8305-a9dcb097bf54,27,Expert,3,3,3,3,125500.0,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",3,3,3,3,4,Gen Z
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,4,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,4,5,3,Gen X+
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,4,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",1,4,4,5,3,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,3,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],1,4,4,5,3,Gen X+
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],1,4,3,5,2,Gen X+
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",1,5,4,5,3,Gen X+
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,['Documenting/Recording Information'],1,4,4,5,3,Gen X+
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",1,4,4,5,3,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,4,5,3,Gen X+
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",d0439194-692f-47e7-8339-54a9cbfd9d91,49,Expert,5,5,1,5,45000.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],1,4,5,5,3,Gen X+
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",87db9938-ea76-428e-994d-21f371cad1ce,36,Average,2,3,1,4,45000.0,3.0,0.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",1,2,2,2,3,Millennials
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,87db9938-ea76-428e-994d-21f371cad1ce,36,Expert,2,3,2,3,45000.0,3.0,0.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",2,2,2,3,3,Millennials
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,87db9938-ea76-428e-994d-21f371cad1ce,36,Expert,1,1,1,4,45000.0,3.0,0.0,187990.0,645970.0,['Documenting/Recording Information'],1,1,2,2,2,Millennials
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",87db9938-ea76-428e-994d-21f371cad1ce,36,Expert,2,2,1,3,45000.0,3.0,0.0,187990.0,645970.0,['Thinking Creatively'],1,1,2,1,3,Millennials
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,216194e7-e39d-42f9-bf89-af0537983c5f,18,Average,3,2,4,2,45000.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",2,3,3,4,3,Gen Z
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",216194e7-e39d-42f9-bf89-af0537983c5f,18,Average,4,4,2,3,45000.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",2,2,3,2,1,Gen Z
